epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,0.022642888128757477,0.012689508497714996,0.9951566457748413,0.7827189564704895,0.7911061644554138,0.6927611827850342,00:17
1,0.014936183579266071,0.00985830556601286,0.9960542321205139,0.8160299062728882,0.8272489309310913,0.7388579249382019,00:16
2,0.012923695147037506,0.010210915468633175,0.995749294757843,0.8374629616737366,0.8266986608505249,0.7499050498008728,00:16
3,0.011686773039400578,0.0100359246134758,0.995908796787262,0.8375205397605896,0.805886447429657,0.7381986379623413,00:16
4,0.011306592263281345,0.009068087674677372,0.9963061213493347,0.8272680640220642,0.829565703868866,0.7514174580574036,00:16
5,0.009898915886878967,0.008490174077451229,0.9964762926101685,0.8437628746032715,0.8422410488128662,0.7689180374145508,00:16
6,0.009233047254383564,0.00869772583246231,0.9964848756790161,0.8588647842407227,0.8433647155761719,0.7845454216003418,00:16
7,0.009018415585160255,0.008235834538936615,0.9965654015541077,0.8550671339035034,0.8474159836769104,0.7805154323577881,00:17
8,0.008412963710725307,0.008327595889568329,0.9965352416038513,0.8549603819847107,0.847698450088501,0.7810189127922058,00:17
9,0.008519066497683525,0.008258217014372349,0.996566653251648,0.8550130128860474,0.8461878299713135,0.7815176844596863,00:17
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,0.008159207180142403,0.008726680651307106,0.9964713454246521,0.8499370217323303,0.8430889844894409,0.773650050163269,00:17
1,0.00903214979916811,0.009896531701087952,0.9961107969284058,0.8115384578704834,0.8167626857757568,0.7360081672668457,00:17
2,0.009786497801542282,0.00996636413037777,0.995979905128479,0.8515791296958923,0.8285256028175354,0.771296501159668,00:17
3,0.009257425554096699,0.009687189944088459,0.9959582686424255,0.8517396450042725,0.8460423946380615,0.7761527895927429,00:17
4,0.00899568758904934,0.009160973131656647,0.996372640132904,0.8470931649208069,0.8300713300704956,0.7694077491760254,00:17
5,0.008192976005375385,0.008798135444521904,0.9964126944541931,0.8519859910011292,0.85521000623703,0.7746779918670654,00:17
6,0.007887312211096287,0.00885254517197609,0.9963756799697876,0.8467574119567871,0.8373268842697144,0.7715319395065308,00:17
7,0.007819763384759426,0.008944608271121979,0.9965792298316956,0.8648184537887573,0.8452960252761841,0.7886799573898315,00:17
8,0.007668111938983202,0.008431262336671352,0.9966294169425964,0.8559378385543823,0.8572410941123962,0.7815975546836853,00:17
9,0.0073007200844585896,0.008404850959777832,0.9966380000114441,0.8564674258232117,0.8603945374488831,0.7832441329956055,00:17
