epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,9.575836181640625,00:13
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,5.636146545410156,5.193061828613281,0.994688093662262,0.774267852306366,0.7888654470443726,0.6946195363998413,00:15
1,4.898004055023193,4.959778308868408,0.9952230453491211,0.8067806959152222,0.8001598119735718,0.7191765308380127,00:15
2,4.38892936706543,3.284175395965576,0.9953011274337769,0.8435894250869751,0.82969731092453,0.7636684775352478,00:15
3,3.881772756576538,3.362773895263672,0.9957350492477417,0.8677076101303101,0.8032797574996948,0.7817932963371277,00:15
4,3.3680717945098877,3.3668065071105957,0.9955319762229919,0.8403878211975098,0.8269718289375305,0.7577588558197021,00:15
5,3.0776844024658203,3.7823143005371094,0.9959092736244202,0.7899780869483948,0.8122648000717163,0.7159375548362732,00:15
6,3.332697868347168,3.389267921447754,0.9955158829689026,0.8509740233421326,0.821776270866394,0.7663165926933289,00:15
7,3.002285957336426,2.840826988220215,0.9960684776306152,0.8650981187820435,0.8586227297782898,0.7874583005905151,00:15
8,2.666731357574463,2.959686040878296,0.9960293173789978,0.858930766582489,0.8462716341018677,0.7811470627784729,00:15
9,2.6447184085845947,2.9061386585235596,0.9960050582885742,0.8630942702293396,0.8526043891906738,0.7850567698478699,00:15
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,2.8716373443603516,3.4617271423339844,0.9958215951919556,0.8171209692955017,0.8182498812675476,0.7452356815338135,00:15
1,3.110579252243042,3.2553763389587402,0.9954206943511963,0.8595666885375977,0.8242915272712708,0.7717098593711853,00:15
2,3.165660858154297,3.119999647140503,0.9956988096237183,0.857071578502655,0.8365904092788696,0.7746210098266602,00:15
3,3.0807390213012695,3.2006752490997314,0.9955576062202454,0.8542226552963257,0.8317582011222839,0.7696313858032227,00:15
4,2.743626832962036,3.256981134414673,0.9958371520042419,0.8488563895225525,0.8199421167373657,0.768807053565979,00:15
5,2.8672337532043457,3.0231027603149414,0.9959866404533386,0.8699624538421631,0.8416191935539246,0.786001980304718,00:15
6,2.9196083545684814,2.9746968746185303,0.9959307909011841,0.8699396848678589,0.8307719826698303,0.7935720682144165,00:15
7,2.6854543685913086,3.238699197769165,0.9962910413742065,0.8207224607467651,0.8411145210266113,0.7548341751098633,00:15
8,2.689073324203491,3.1213550567626953,0.9958769679069519,0.8406119346618652,0.8452555537223816,0.7657934427261353,00:15
9,2.7272799015045166,3.071990728378296,0.9960808753967285,0.842175304889679,0.8444528579711914,0.7680243253707886,00:15
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,2.5247037410736084,3.0447511672973633,0.9956766366958618,0.8593937754631042,0.8372449278831482,0.7787858247756958,00:15
1,2.717529773712158,2.923588991165161,0.9961726069450378,0.866007387638092,0.8373148441314697,0.7933395504951477,00:15
2,3.2486276626586914,4.086398601531982,0.9953619837760925,0.7738000154495239,0.7883719205856323,0.6971855163574219,00:15
3,2.898522138595581,3.432204008102417,0.9958559274673462,0.8153631091117859,0.8310139775276184,0.7363191843032837,00:15
4,3.151470899581909,3.6061177253723145,0.9949746131896973,0.8280266523361206,0.8048793077468872,0.7361845374107361,00:15
5,3.0456883907318115,3.078792095184326,0.995568037033081,0.8622655868530273,0.8345746397972107,0.78178471326828,00:15
6,2.73736572265625,2.8644802570343018,0.9961090683937073,0.8857013583183289,0.8397979736328125,0.8029947280883789,00:15
7,2.4449844360351562,2.938246726989746,0.9957360029220581,0.869335412979126,0.8314414024353027,0.7976632714271545,00:15
8,2.456645965576172,2.8453524112701416,0.9961856007575989,0.8786638975143433,0.843083918094635,0.8065616488456726,00:15
9,2.326000690460205,2.8229291439056396,0.996234118938446,0.8800991773605347,0.8398187160491943,0.8082111477851868,00:15
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,2.2400007247924805,2.7126193046569824,0.9962685108184814,0.8848901987075806,0.8444157838821411,0.8128701448440552,00:15
1,2.4435667991638184,2.8393232822418213,0.9961905479431152,0.8806068301200867,0.837761640548706,0.8033658862113953,00:15
